chapter,paragraph,sentence,text,tokens,token_count,tokens_str
CHAPTER III,19,1,"“Oh, my dear,” continued Mrs. Bennet, “I am quite delighted with him.","['oh', 'dear', 'continued', 'bennet', 'quite', 'delighted']",6,oh dear continued bennet quite delighted
CHAPTER III,19,2,He is so excessively handsome!,"['excessively', 'handsome']",2,excessively handsome
CHAPTER III,19,3,and his sisters are charming women.,"['sister', 'charming', 'woman']",3,sister charming woman
CHAPTER III,19,4,I never in my life saw anything more elegant than their dresses.,"['never', 'life', 'saw', 'anything', 'elegant', 'dress']",6,never life saw anything elegant dress
CHAPTER III,19,5,I dare say the lace upon Mrs. Hurst’s gown----”,"['dare', 'say', 'lace', 'upon', 'hurst', 'gown']",6,dare say lace upon hurst gown
CHAPTER III,20,1,Here she was interrupted again.,['interrupted'],1,interrupted
CHAPTER III,20,2,Mr. Bennet protested against any description of finery.,"['bennet', 'protested', 'description', 'finery']",4,bennet protested description finery
CHAPTER III,20,3,"She was therefore obliged to seek another branch of the subject, and related, with much bitterness of spirit, and some exaggeration, the shocking rudeness of Mr. Darcy.","['therefore', 'obliged', 'seek', 'another', 'branch', 'subject', 'related', 'much', 'bitterness', 'spirit', 'exaggeration', 'shocking', 'rudeness', 'darcy']",14,therefore obliged seek another branch subject related much bitterness spirit exaggeration shocking rudeness darcy
CHAPTER III,21,1,"“But I can assure you,” she added, “that Lizzy does not lose much by not suiting _his_ fancy; for he is a most disagreeable, horrid man, not at all worth pleasing.","['assure', 'added', 'lizzy', 'lose', 'much', 'suiting', 'fancy', 'disagreeable', 'horrid', 'man', 'worth', 'pleasing']",12,assure added lizzy lose much suiting fancy disagreeable horrid man worth pleasing
CHAPTER III,21,2,"So high and so conceited, that there was no enduring him!","['high', 'conceited', 'enduring']",3,high conceited enduring
CHAPTER III,21,3,"He walked here, and he walked there, fancying himself so very great!","['walked', 'walked', 'fancying', 'great']",4,walked walked fancying great
CHAPTER III,21,4,Not handsome enough to dance with!,"['handsome', 'enough', 'dance']",3,handsome enough dance
CHAPTER III,21,5,"I wish you had been there, my dear, to have given him one of your set-downs.","['wish', 'dear', 'given', 'one']",4,wish dear given one
CHAPTER III,21,6,I quite detest the man.”,"['quite', 'detest', 'man']",3,quite detest man
CHAPTER IV,1,1,"When Jane and Elizabeth were alone, the former, who had been cautious in her praise of Mr. Bingley before, expressed to her sister how very much she admired him.","['jane', 'elizabeth', 'alone', 'former', 'cautious', 'praise', 'bingley', 'expressed', 'sister', 'much', 'admired']",11,jane elizabeth alone former cautious praise bingley expressed sister much admired
CHAPTER IV,2,1,"“He is just what a young-man ought to be,” said she, “sensible, good-humoured, lively; and I never saw such happy manners!","['ought', 'said', 'sensible', 'lively', 'never', 'saw', 'happy', 'manner']",8,ought said sensible lively never saw happy manner
CHAPTER IV,2,2,"so much ease, with such perfect good breeding!”","['much', 'ease', 'perfect', 'good', 'breeding']",5,much ease perfect good breeding
CHAPTER IV,3,1,"“He is also handsome,” replied Elizabeth, “which a young man ought likewise to be if he possibly can.","['also', 'handsome', 'replied', 'elizabeth', 'young', 'man', 'ought', 'likewise', 'possibly']",9,also handsome replied elizabeth young man ought likewise possibly
CHAPTER IV,3,2,His character is thereby complete.”,"['character', 'thereby', 'complete']",3,character thereby complete
CHAPTER IV,4,1,“I was very much flattered by his asking me to dance a second time.,"['much', 'flattered', 'asking', 'dance', 'second', 'time']",6,much flattered asking dance second time
CHAPTER IV,4,2,I did not expect such a compliment.”,"['expect', 'compliment']",2,expect compliment
CHAPTER IV,5,1,“Did not you?,[],0,
CHAPTER IV,5,2,_I_ did for you.,[],0,
CHAPTER IV,5,3,But that is one great difference between us.,"['one', 'great', 'difference', 'u']",4,one great difference u
CHAPTER IV,5,4,"Compliments always take _you_ by surprise, and _me_ never.","['compliment', 'always', 'take', 'surprise', 'never']",5,compliment always take surprise never
CHAPTER IV,5,5,What could be more natural than his asking you again?,"['could', 'natural', 'asking']",3,could natural asking
CHAPTER IV,5,6,He could not help seeing that you were about five times as pretty as every other woman in the room.,"['could', 'help', 'seeing', 'five', 'time', 'pretty', 'every', 'woman', 'room']",9,could help seeing five time pretty every woman room
CHAPTER IV,5,7,No thanks to his gallantry for that.,"['thanks', 'gallantry']",2,thanks gallantry
CHAPTER IV,5,8,"Well, he certainly is very agreeable, and I give you leave to like him.","['well', 'certainly', 'agreeable', 'give', 'leave', 'like']",6,well certainly agreeable give leave like
CHAPTER IV,5,9,You have liked many a stupider person.”,"['liked', 'many', 'stupider', 'person']",4,liked many stupider person
CHAPTER IV,6,1,"“Oh, you are a great deal too apt, you know, to like people in general.","['oh', 'great', 'deal', 'apt', 'know', 'like', 'people', 'general']",8,oh great deal apt know like people general
CHAPTER IV,6,2,You never see a fault in anybody.,"['never', 'see', 'fault', 'anybody']",4,never see fault anybody
CHAPTER IV,6,3,All the world are good and agreeable in your eyes.,"['world', 'good', 'agreeable', 'eye']",4,world good agreeable eye
CHAPTER IV,6,4,I never heard you speak ill of a human being in my life.”,"['never', 'heard', 'speak', 'ill', 'human', 'life']",6,never heard speak ill human life
CHAPTER IV,7,1,“I would wish not to be hasty in censuring anyone; but I always speak what I think.”,"['would', 'wish', 'hasty', 'censuring', 'anyone', 'always', 'speak', 'think']",8,would wish hasty censuring anyone always speak think
CHAPTER IV,8,1,“I know you do: and it is _that_ which makes the wonder.,"['know', 'make', 'wonder']",3,know make wonder
CHAPTER IV,8,2,"With _your_ good sense, to be so honestly blind to the follies and nonsense of others!","['good', 'sense', 'honestly', 'blind', 'folly', 'nonsense', 'others']",7,good sense honestly blind folly nonsense others
CHAPTER IV,8,3,Affectation of candour is common enough; one meets with it everywhere.,"['affectation', 'candour', 'common', 'enough', 'one', 'meet', 'everywhere']",7,affectation candour common enough one meet everywhere
CHAPTER IV,8,4,"But to be candid without ostentation or design,--to take the good of everybody’s character and make it still better, and say nothing of the bad,--belongs to you alone.","['candid', 'without', 'ostentation', 'design', 'take', 'good', 'everybody', 'character', 'make', 'still', 'better', 'say', 'nothing', 'bad', 'belongs', 'alone']",16,candid without ostentation design take good everybody character make still better say nothing bad belongs alone
CHAPTER IV,8,5,"And so, you like this man’s sisters, too, do you?","['like', 'man', 'sister']",3,like man sister
CHAPTER IV,8,6,Their manners are not equal to his.”,"['manner', 'equal']",2,manner equal
CHAPTER IV,9,1,"“Certainly not, at first; but they are very pleasing women when you converse with them.","['certainly', 'first', 'pleasing', 'woman', 'converse']",5,certainly first pleasing woman converse
CHAPTER IV,9,2,"Miss Bingley is to live with her brother, and keep his house; and I am much mistaken if we shall not find a very charming neighbour in her.”","['miss', 'bingley', 'live', 'brother', 'keep', 'house', 'much', 'mistaken', 'shall', 'find', 'charming', 'neighbour']",12,miss bingley live brother keep house much mistaken shall find charming neighbour
CHAPTER IV,10,1,"Elizabeth listened in silence, but was not convinced: their behaviour at the assembly had not been calculated to please in general; and with more quickness of observation and less pliancy of temper than her sister, and with a judgment, too, unassailed by any attention to herself, she was very little disposed to approve them.","['elizabeth', 'listened', 'silence', 'convinced', 'behaviour', 'assembly', 'calculated', 'please', 'general', 'quickness', 'observation', 'less', 'pliancy', 'temper', 'sister', 'judgment', 'unassailed', 'attention', 'little', 'disposed', 'approve']",21,elizabeth listened silence convinced behaviour assembly calculated please general quickness observation less pliancy temper sister judgment unassailed attention little disposed approve
CHAPTER IV,10,2,"They were, in fact, very fine ladies; not deficient in good-humour when they were pleased, nor in the power of being agreeable where they chose it; but proud and conceited.","['fact', 'fine', 'lady', 'deficient', 'pleased', 'power', 'agreeable', 'chose', 'proud', 'conceited']",10,fact fine lady deficient pleased power agreeable chose proud conceited
CHAPTER IV,10,3,"They were rather handsome; had been educated in one of the first private seminaries in town; had a fortune of twenty thousand pounds; were in the habit of spending more than they ought, and of associating with people of rank; and were, therefore, in every respect entitled to think well of themselves and meanly of others.","['rather', 'handsome', 'educated', 'one', 'first', 'private', 'seminary', 'town', 'fortune', 'twenty', 'thousand', 'pound', 'habit', 'spending', 'ought', 'associating', 'people', 'rank', 'therefore', 'every', 'respect', 'entitled', 'think', 'well', 'meanly', 'others']",26,rather handsome educated one first private seminary town fortune twenty thousand pound habit spending ought associating people rank therefore every respect entitled think well meanly others
CHAPTER IV,10,4,They were of a respectable family in the north of England; a circumstance more deeply impressed on their memories than that their brother’s fortune and their own had been acquired by trade.,"['respectable', 'family', 'north', 'england', 'circumstance', 'deeply', 'impressed', 'memory', 'brother', 'fortune', 'acquired', 'trade']",12,respectable family north england circumstance deeply impressed memory brother fortune acquired trade
CHAPTER IV,11,1,"Mr. Bingley inherited property to the amount of nearly a hundred thousand pounds from his father, who had intended to purchase an estate, but did not live to do it.","['bingley', 'inherited', 'property', 'amount', 'nearly', 'hundred', 'thousand', 'pound', 'father', 'intended', 'purchase', 'estate', 'live']",13,bingley inherited property amount nearly hundred thousand pound father intended purchase estate live
CHAPTER IV,11,2,"Mr. Bingley intended it likewise, and sometimes made choice of his county; but, as he was now provided with a good house and the liberty of a manor, it was doubtful to many of those who best knew the easiness of his temper, whether he might not spend the remainder of his days at Netherfield, and leave the next generation to purchase.","['bingley', 'intended', 'likewise', 'sometimes', 'made', 'choice', 'county', 'provided', 'good', 'house', 'liberty', 'manor', 'doubtful', 'many', 'best', 'knew', 'easiness', 'temper', 'whether', 'might', 'spend', 'remainder', 'day', 'netherfield', 'leave', 'next', 'generation', 'purchase']",28,bingley intended likewise sometimes made choice county provided good house liberty manor doubtful many best knew easiness temper whether might spend remainder day netherfield leave next generation purchase
CHAPTER IV,12,1,"His sisters were very anxious for his having an estate of his own; but though he was now established only as a tenant, Miss Bingley was by no means unwilling to preside at his table; nor was Mrs. Hurst, who had married a man of more fashion than fortune, less disposed to consider his house as her home when it suited her.","['sister', 'anxious', 'estate', 'though', 'established', 'tenant', 'miss', 'bingley', 'mean', 'unwilling', 'preside', 'table', 'hurst', 'married', 'man', 'fashion', 'fortune', 'less', 'disposed', 'consider', 'house', 'home', 'suited']",23,sister anxious estate though established tenant miss bingley mean unwilling preside table hurst married man fashion fortune less disposed consider house home suited
